Family Subfamily Tribe Subtribe,Genus (Subgenus) species,States,Status,Host plant Family Tribe Genera
Apidae: Apinae: Anthophorini,Anthophora (Micranthophora) curta,AZ-CA-CO-NM-NV-OR-UT-WA,Uncommon-Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Bebbia (Benth.) Greene, Coreopsis L., Corethrogyne DC., Deinandra Greene, Encelia Adans., Ericameria Nutt., Gaillardia Foug., Grindelia Willd., Gutierrezia Lag., Haplopappus Cass., Helianthus L., Hemizonia DC., Heterotheca Cass., Hymenothrix A. Gray, Machaeranthera Nees, Palafoxia Lag., Solidago L., Stephanomeria Nutt., Verbesina L."
Apidae: Apinae: Anthophorini,Anthophora (Micranthophora) exigua,AZ-CA-CO-ID-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Grindelia Willd., Haplopappus Cass., Orochaenactis Coville"
Apidae: Apinae: Anthophorini,Anthophora (Micranthophora) flavocincta,CA,Uncommon-Rare,Heliotropium L.
Apidae: Apinae: Anthophorini,Anthophora (Micranthophora) hololeuca,AZ-CA-NV-UT,Uncommon-Rare,"Fabaceae: Dalea L., Psorothamnus Rydb."
Apidae: Apinae: Anthophorini,Anthophora (Micranthophora) maculifrons,AZ-CA-CO-ID-NM-NV-OR-UT-WY,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Grindelia Willd., Gutierrezia Lag., Vanclevea Greene"
Apidae: Apinae: Anthophorini,Anthophora (Anthophoroides) phaceliae,CA,Rare,Phacelia Juss.
Apidae: Apinae: Anthophorini,Anthophora (Lophanthophora) porterae,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Astragalus L.
Apidae: Apinae: Anthophorini,Habropoda laboriosa,CA-UT,Rare,"Cercis L., Lupinus L., Vaccinium L."
Apidae: Apinae: Anthophorini,Habropoda pallida,AZ-CA-NM-NV-UT,Uncommon,"Fabaceae: Astragalus L., Parkinsonia L., Prosopis L., Psorothamnus Rydb."
Apidae: Apinae: Centridini,Centris (Paracentris) californica,AZ-CA-NV,Rare,"Capparaceae: Cleome L., Cleomella DC., Oxystylis Torr. & Frém., Wislizenia Engelm."
Apidae: Apinae: Emphorini,Ancyloscelis sejunctus,AZ-CO,Rare,Ipomoea L.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) afflicta,NM,Rare,Malvaceae: Callirhoe Nutt.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) afflictula,AZ-NM,Rare,"Malvaceae: Malvella Jaubert & Spach, Sida L."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) angusticeps,CA,Rare,Clarkia Pursh
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) australis,AZ-CA-CO-ID-MT-NM-NV-UT-WY,Common-Uncommon,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) bituberculata,CA-NV-OR,Uncommon-Rare,"Calystegia R. Br., Convolvulus L."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) diminuta,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common,"Malvaceae: Sidalcea A. Gray, Sphaeralcea A. St.-Hil."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) consociata,AZ-CA-NV-OR-UT-WY,Uncommon-Rare,"Malvaceae: Gossypium L., Sphaeralcea A. St.-Hil."
Apidae: Apinae: Emphorini,Diadasia (Diadasia) enavata,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common,Asteraceae: Helianthus L.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) laticauda,CA,Uncommon-Rare,"Malvaceae: Malacothamnus Greene, Sphaeralcea A. St.-Hil."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) lutzi,AZ-CA-CO-ID-NM-NV-OR-UT-WY,Common-Uncommon,"Malvaceae: Eremalche Greene, Sphaeralcea A. St.-Hil."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) martialis,AZ-CA-NV-UT,Uncommon,Sphaeralcea A. St.-Hil.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) megamorpha,AZ-NM,Rare,Sphaeralcea A. St.-Hil.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) nigrifrons,CA-CO-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Malvaceae: Sidalcea A. Gray
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) nitidifrons,CA-ID-OR-UT-WA,Rare,"Malvaceae: Iliamna Greene, Sidalcea A. Gray, Sphaeralcea A. St.-Hil."
Apidae: Apinae: Emphorini,Diadasia (Dasiapis) ochracea,AZ-CA-CO-NM-NV-UT,Common,"Malvaceae: Malacothamnus Greene, Malvella Jaubert & Spach, Sphaeralcea A. St.-Hil."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) opuntiae,AZ-CA,Rare,Opuntia Mill.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) palmarum,AZ-CA-NV,Rare,Sphaeralcea A. St.-Hil.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) piercei,AZ,Rare,Opuntia Mill.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) rinconis,AZ-CA-CO-MT-NM-NV-UT,Common-Uncommon,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) sphaeralcearum,AZ-CA-NM-NV-UT,Uncommon-Rare,Sphaeralcea A. St.-Hil.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) tuberculifrons,AZ-CA-NV-NM,Rare,Sphaeralcea A. St.-Hil.
Apidae: Apinae: Emphorini,Diadasia (Coquillettapis) vallicola,AZ-CA-NV-NM-UT,Uncommon-Rare,Sphaeralcea A. St.-Hil.
Apidae: Apinae: Emphorini,Melitoma grisella,CO-NM,Rare,Ipomoea L.
Apidae: Apinae: Emphorini,Ptilothrix chiricahua,AZ-NM,Uncommon-Rare,Kallstroemia Scop.
Apidae: Apinae: Eucerini,Cemolobus ipomoeae,CO,Rare,"Ipomoea L., Calystegia R. Br.?"
Apidae: Apinae: Eucerini,Eucera (Synhalonia) acerba,CA-MT-NV-OR-UT,Rare,Arctostaphylos Adans.
Apidae: Apinae: Eucerini,Eucera (Synhalonia) amsinckiae,CA-ID-NV-OR-WA,Rare,Amsinckia Lehm.
Apidae: Apinae: Eucerini,Florilegus (Florilegus) condignus,CO-NM,Rare,"Pontederia L., Fabaceae?"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) agilis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common,"Asteraceae: Cirsium Mill., Grindelia Willd., Helianthus L., Ratibida Raf., Rudbeckia L., Simsia Pers., Solidago L., Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) appressus,CA-NM-UT,Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Dyssodia Cav., Gutierrezia Lag., Helianthus L., Heterotheca Cass., Isocoma Nutt., Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) bicoloratus,CA-CO-UT,Rare,"Asteraceae: Chrysothamnus Nutt., Gutierrezia Lag., Machaeranthera Nees, Tetradymia DC., Stephanomeria Nutt."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) bimatris,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon,"Asteraceae: Chrysothamnus Nutt., Cirsium Mill., Ericameria Nutt., Grindelia Willd., Gutierrezia Lag., Helianthus L., Isocoma Nutt., Machaeranthera Nees, Symphyotrichum Nees, Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) brevipyga,AZ-CA-ID-NM-NV-UT,Uncommon-Rare,"Asteraceae: Baccharis L., Chrysothamnus Nutt., Machaeranthera Nees, Pectis L."
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) clarkiae,CA-OR,Rare,Clarkia Pursh
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) coloradensis,AZ-CA-CO-NM-UT-WY,Rare,"Asteraceae: Cirsium Mill., Coreopsis L., Helianthus L., Heliopsis Pers., Liatris Gaertn. ex Schreb., Machaeranthera Nees, Rudbeckia L., Silphium L., Solidago L., Vernonia Schreb."
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) compositus,AZ-CA-CO-ID-MT-NM-WY,Rare,"Asteraceae: Ericameria Nutt., Grindelia Willd., Helianthus L., Heterotheca Cass., Machaeranthera Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) confusus,AZ-CA-CO-NM-NV-UT,Rare,"Asteraceae: Bidens L., Chrysothamnus Nutt., Cirsium Mill., Cosmos Cav., Erigeron L., Grindelia Willd., Gutierrezia Lag., Helianthus L., Heliomeris Nutt., Heliopsis Pers., Heterotheca Cass., Hymenoxys Cass., Pericome A. Gray, Pyrrocoma Hook., Rudbeckia L., Senecio L., Simsia Pers., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) coreopsis,AZ-CO-MT-NM-NV-UT-WY,Common,"Asteraceae: Cirsium Mill., Coreopsis L., Echinacea Moench, Erigeron L., Gaillardia Foug., Grindelia Willd., Gutierrezia Lag., Helianthus L., Heterotheca Cass., Machaeranthera Nees, Ratibida Raf., Solidago L., Symphyotrichum Nees, Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Heliomelissodes) desponsus,CA-ID,Rare,Asteraceae: Cirsium Mill.
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) druriellus,AZ-CO-MT-NM-UT-WY,Uncommon,"Asteraceae: Eurybia (Cass.) Cass., Euthamia Nutt. ex Cass., Helianthus L., Rudbeckia L., Symphyotrichum Nees, Verbesina L., Vernonia Schreb."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) fasciatellus,AZ-NM-UT,Rare,"Asteraceae: Chrysothamnus Nutt., Grindelia Willd., Gutierrezia Lag., Haplopappus Cass., Heterotheca Cass., Isocoma Nutt., Machaeranthera Nees, Symphyotrichum Nees, Viguiera Kunth"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) gelidus,CO-MT-NM-WY,Rare,Asteraceae: Helianthus L.
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) glenwoodensis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Grindelia Willd., Helianthus L., Machaeranthera Nees, Senecio L., Symphyotrichum Nees, Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) grindeliae,AZ-CA-CO-ID-NM-NV-UT-WA-WY,Common-Uncommon,"Asteraceae: Coreopsis L., Erigeron L., Grindelia Willd., Heterotheca Cass., Hymenoxys Cass., Petradoria Greene, Ratibida Raf., Senecio L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) humilior,AZ-NM-UT,Uncommon-Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Gutierrezia Lag., Helenium L., Helianthus L., Heterotheca Cass., Isocoma Nutt., Machaeranthera Nees, Senecio L., Viguiera Kunth"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) hurdi,CA,Rare,Asteraceae: Solidago L.
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) hymenoxidis,CA-CO-MT-UT-WY,Uncommon-Rare,"Asteraceae: Agoseris Raf., Chrysothamnus Nutt., Erigeron L., Eurybia (Cass.) Cass., Gaillardia Foug., Grindelia Willd., Heliomeris Nutt., Heterotheca Cass., Pyrrocoma Hook., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) illatus,UT,Rare,"Asteraceae: Baccharis L., Bidens L., Cirsium Mill., Coreopsis L., Cosmos Cav., Erigeron L., Gaillardia Foug., Grindelia Willd., Haplopappus Cass., Helenium L., Helianthus L., Heliopsis Pers., Hieracium L., Plectocephalus D.Don, Ratibida Raf., Rudbeckia L., Silphium L., Verbesina L., Vernonia Schreb., Xanthisma DC."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) limbus,AZ-CA-NM-NV-UT,Common-Uncommon,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Flaveria Juss., Gutierrezia Lag., Helianthus L., Heterotheca Cass., Hymenoxys Cass., Pectis L., Solidago L., Symphyotrichum Nees, Verbesina L., Xanthisma DC."
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) lupinus,AZ-CA-CO-ID-OR-UT-WA,Uncommon-Rare,"Asteraceae: Bidens L., Centromadia Greene, Cirsium Mill., Encelia Adans., Ericameria Nutt., Erigeron L., Grindelia Willd., Helianthus L., Hemizonia DC., Heterotheca Cass., Holocarpha Greene, Plectocephalus D.Don, Solidago L., Stephanomeria Nutt., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) lustrus,CA-NM-OR-UT,Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Grindelia Willd., Isocoma Nutt., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) lutulentus,AZ-CA-CO-ID-NM-NV-OR-UT-WY,Uncommon,"Asteraceae: Chrysothamnus Nutt., Grindelia Willd., Gutierrezia Lag., Heterotheca Cass."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) menuachus,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon,"Asteraceae: Grindelia Willd., Erigeron L., Helianthus L., Heterotheca Cass., Isocoma Nutt., Machaeranthera Nees, Solidago L., Symphyotrichum Nees, Verbesina L., Viguiera Kunth"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) micheneri,CA,Rare,Asteraceae: Heterotheca Cass.
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) microstictus,CA-CO-ID-MT-NV-OR-UT-WA-WY,Uncommon,"Asteraceae: Achillea L., Anaphalis DC., Antennaria Gaertn., Chrysothamnus Nutt., Cirsium Mill., Ericameria Nutt., Erigeron L., Grindelia Willd., Hazardia Greene, Helenium L., Helianthus L., Heterotheca Cass., Plectocephalus D.Don, Rudbeckia L., Senecio L., Solidago L., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) monoensis,CA-NM,Rare,Asteraceae: Chrysothamnus Nutt.
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) montanus,AZ-CO-NM-NV-UT,Uncommon,"Asteraceae: Bidens L., Chrysothamnus Nutt., Coreopsis L., Erigeron L., Gymnosperma Less., Haplopappus Cass., Heliomeris Nutt., Heliopsis Pers., Machaeranthera Nees, Porophyllum Adans., Simsia Pers., Verbesina L., Viguiera Kunth, Xanthocephalum Willd"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) moorei,CA,Rare,"Asteraceae: Encelia Adans., Hemizonia DC., Heterotheca Cass."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) ochraea,AZ-CA-CO-NV-UT,Rare,Asteraceae: Isocoma Nutt.
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) nigracauda,CA,Rare,Asteraceae: Stephanomeria Nutt.
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) pallidisignatus,AZ-CA-CO-ID-OR-NM-MT-UT-WA-WY,Rare,"Asteraceae: Coreopsis L., Engelmannia A. Gray ex Nutt., Ericameria Nutt., Erigeron L., Grindelia Willd., Gutierrezia Lag., Machaeranthera Nees, Plectocephalus D.Don, Senecio L., Solidago L., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) paululus,CA-WA,Rare,"Asteraceae: Baccharis L., Ericameria Nutt., Euthamia Nutt. ex Cass., Isocoma Nutt."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) perlusus,AZ-CO-NM-UT-WY,Uncommon-Rare,"Asteraceae: Grindelia Willd., Helianthus L., Ratibida Raf."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) perpolitus,CO-NM-UT,Rare,"Asteraceae: Chrysothamnus Nutt., Grindelia Willd., Gutierrezia Lag."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) personatellus,CA,Rare,Asteraceae: Gutierrezia Lag.
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) pilleatus,AZ,Rare,"Asteraceae: Haplopappus Cass., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Callimelissodes) plumosus,CA-ID-OR-WA,Rare,"Asteraceae: Adenophyllum Pers., Grindelia Willd., Helianthus L., Machaeranthera Nees, Plectocephalus D.Don"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) pullatellus,OR,Rare,Asteraceae: Grindelia Willd.
Apidae: Apinae: Eucerini,Melissodes (Heliomelissodes) rivalis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common,"Asteraceae: Brickellia Elliott, Cirsium Mill., Helianthus L., Plectocephalus D.Don"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) robusitor,CA-ID-NV-OR-UT-WA,Uncommon,"Asteraceae: Coreopsis L., Grindelia Willd., Helianthus L., Hemizonia DC., Heterotheca Cass."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) rufipes,AZ,Rare,"Asteraceae: Hymenoxys Cass., Rayjacksonia R.L. Hartm. & M.A. Lane"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) saponellus,AZ-CA-CO-ID-UT,Uncommon,"Asteraceae: Erigeron L., Machaeranthera Nees, Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) semilupinus,CA-CO-NM-OR-UT,Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Gutierrezia Lag., Helianthus L., Machaeranthera Nees, Senecio L., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) snowii,CO-NM-UT-WY,Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Chrysothamnus Nutt., Ericameria Nutt., Gaillardia Foug., Grindelia Willd., Gutierrezia Lag., Helianthus L., Heterotheca Cass., Isocoma Nutt., Machaeranthera Nees, Senecio L., Stephanomeria Nutt., Symphyotrichum Nees, Xanthisma DC."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) subagilis,AZ-CA-ID-NM-NV-OR-UT-WA-WY,Uncommon,"Asteraceae: Chrysothamnus Nutt., Grindelia Willd., Helianthus L., Heterotheca Cass., Isocoma Nutt., Machaeranthera Nees, Pectis L., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) submenuacha,AZ-CA-CO-NM-NV-UT,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Encelia Adans., Ericameria Nutt., Helianthus L., Heliopsis Pers., Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) trinodis,CO-ID-NM,Rare,"Asteraceae: Coreopsis L., Grindelia Willd., Helianthus L., Heliopsis Pers., Ratibida Raf., Rudbeckia L., Solidago L., Symphyotrichum Nees"
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) tristis,AZ-CA-CO-NM-NV-OR-UT-WY,Common,"Asteraceae: Baccharis L., Baileya Harv. & A. Gray ex A. Gray, Chaetopappa DC., Chrysothamnus Nutt., Cirsium Mill., Encelia Adans., Ericameria Nutt., Erigeron L., Gaillardia Foug., Geraea Torr. & A. Gray, Gutierrezia Lag., Helianthus L., Heliopsis Pers., Heterotheca Cass., Hymenoxys Cass., Isocoma Nutt., Machaeranthera Nees, Senecio L., Thelesperma Less., Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) utahensis,AZ-CA-CO-ID-NM-NV-OR-UT,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Grindelia Willd., Gutierrezia Lag., Helianthus L., Machaeranthera Nees, Solidago L., Symphyotrichum Nees, Verbesina L."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) velutinus,CA,Rare,Polemoniaceae: Eriastrum Wooton & Standl.
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) verbesinarum,AZ-CA-CO-NM-NV-UT-WA,Uncommon-Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Chaetopappa DC., Chrysothamnus Nutt., Dyssodia Cav., Encelia Adans., Grindelia Willd., Gutierrezia Lag., Helenium L., Helianthus L., Heterotheca Cass., Hymenoxys Cass., Isocoma Nutt., Machaeranthera Nees, Pectis L., Symphyotrichum Nees, Verbesina L., Xanthisma DC."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) vernalis,AZ-CA-NV-UT-WY,Uncommon-Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Encelia Adans., Helianthus L., Orochaenactis Coville, Psilostrophe DC., Stephanomeria Nutt."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) vernoniae,CO-ID-NM-WY,Rare,"Asteraceae: Bidens L., Gaillardia Foug., Grindelia Willd., Helianthus L., Heliopsis Pers., Lactuca L., Liatris Gaertn. ex Schreb., Rudbeckia L., Silphium L., Vernonia Schreb."
Apidae: Apinae: Eucerini,Melissodes (Eumelissodes) wheeleri,AZ-CO-ID-NM,Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Coreopsis L., Echinacea Moench, Engelmannia A. Gray ex Nutt., Gaillardia Foug., Grindelia Willd., Helianthus L., Pectis L., Ratibida Raf., Rudbeckia L., Silphium L., Verbesina L."
Apidae: Apinae: Eucerini,Peponapis (Eopeponapis) michelbacherorum,AZ,Rare,"Cucurbita L., Ipomoea L."
Apidae: Apinae: Eucerini,Peponapis (Peponapis) pruinosa,AZ-CA-CO-ID-NM-NV-OR-UT,Common,Cucurbita L.
Apidae: Apinae: Eucerini,Peponapis (Xeropeponapis) timberlakei,AZ-CA-NM,Rare,Cucurbita L.
Apidae: Apinae: Eucerini,Peponapis (Eopeponapis) utahensis,AZ-NM,Rare,Cucurbita L.
Apidae: Apinae: Eucerini,Svastra (Anthedonia) compta,AZ-CO-NM-UT,Rare,Oenothera L.
Apidae: Apinae: Eucerini,Svastra (Idiomelissodes) duplocincta,AZ-CA-NM,Rare,Ferocactus Britton & Rose
Apidae: Apinae: Eucerini,Svastra (Epimelissodes) helianthelli,AZ-CA-NM-NV-UT,Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Helianthus L., Vanclevea Greene"
Apidae: Apinae: Eucerini,Svastra (Epimelissodes) machaerantherae,AZ-CA-NM-NV-UT,Rare,"Asteraceae: Baccharis L., Ericameria Nutt., Helianthus L., Heterotheca Cass., Verbesina L."
Apidae: Apinae: Eucerini,Svastra (Epimelissodes) obliqua,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common-Uncommon,"Asteraceae: Chrysothamnus Nutt., Cirsium Mill., Grindelia Willd., Helianthus L., Rudbeckia L., Vanclevea Greene, Vernonia Schreb."
Apidae: Apinae: Eucerini,Svastra (Epimelissodes) petulca,AZ-CO-ID-NM,Uncommon-Rare,"Asteraceae: Coreopsis L., Helenium L., Helianthus L., Pyrrhopappus DC., Ratibida Raf., Rudbeckia L., Verbesina L."
Apidae: Apinae: Eucerini,Svastra (Epimelissodes) sabinensis,AZ-CA-CO-NM,Uncommon,"Asteraceae: Baccharis L., Baileya Harv. & A. Gray ex A. Gray, Bebbia (Benth.) Greene, Encelia Adans., Gaillardia Foug., Haplopappus Cass., Helianthus L., Hemizonia DC., Heterotheca Cass., Hymenothrix A. Gray, Isocoma Nutt."
Apidae: Apinae: Eucerini,Svastra (Epimelissodes) sila,AZ-CA-NM,Rare,Psilostrophe DC.
Apidae: Apinae: Eucerini,Svastra (Epimelissodes) texana,AZ-CA-CO-NM,Rare,"Asteraceae: Chrysothamnus Nutt., Verbesina L."
Apidae: Apinae: Eucerini,Syntrichalonia exquisita,AZ-NM,Uncommon-Rare,"Asteraceae: Helianthus L., Rudbeckia L., Verbesina L., Viguiera Kunth"
Apidae: Apinae: Eucerini,Tetraloniella (Tetraloniella) albata,AZ-CO-MT-NM,Rare,Dalea L.
Apidae: Apinae: Eucerini,Tetraloniella (Tetraloniella) lippiae,AZ-NM,Rare,Sphaeralcea A. St.-Hil.
Apidae: Apinae: Eucerini,Tetraloniella (Tetraloniella) spissa,CO-NM,Rare,Asteraceae: Helianthus L.
Apidae: Apinae: Eucerini,Xenoglossa (Xenoglossa) angustior,AZ-CA-NM,Rare,Cucurbita L.
Apidae: Apinae: Eucerini,Xenoglossa (Xenoglossa) gabbii,AZ,Rare,Cucurbita L.
Apidae: Apinae: Eucerini,Xenoglossa (Eoxenoglossa) kansensis,CO-NM,Rare,"Cucurbita L., Ipomoea L."
Apidae: Apinae: Eucerini,Xenoglossa (Xenoglossa) mustelina,CA-NM,Rare,Cucurbita L.
Apidae: Apinae: Eucerini,Xenoglossa (Xenoglossa) patricia,AZ-CA-NM,Rare,Cucurbita L.
Apidae: Apinae: Eucerini,Xenoglossa (Eoxenoglossa) strenua,AZ-CA-CO-NM-NV-OR-UT,Uncommon,Cucurbita L.
Apidae: Apinae: Exomalopsini,Anthophorula (Anthophorula) euphorbiae,AZ-CA-NM,Rare,Euphorbia L.
Apidae: Apinae: Exomalopsini,Exomalopsis (Stilbomalopsis) solidaginis,AZ-CA-NM-NV-UT,Uncommon-Rare,"Asteraceae: Baccharis L., Baileya Harv. & A. Gray ex A. Gray, Gutierrezia Lag., Helianthus L., Heterotheca Cass., Machaeranthera Nees, Pectis L."
Apidae: Xylocopinae,Ceratina (Zadontomerus) sequoiae,AZ-CA-ID-OR-WA,Uncommon-Rare,Clarkia Pursh
Colletidae,Caupolicana ocellata,AZ-CO-NM,Rare,"Dalea L., Psorothamnus Rydb."
Colletidae,Colletes aberrans,AZ-CO-NM,Rare,Dalea L.
Colletidae,Colletes albescens,CO-NM-UT,Rare,"Amorpha L., Dalea L."
Colletidae,Colletes algarobiae,AZ-CA-NM-NV-UT,Uncommon-Rare,Prosopis L.
Colletidae,Colletes andrewsi,CO,Rare,Heuchera L.
Colletidae,Colletes annae,AZ-CA-NM-UT,Rare,"Asteraceae: Baccharis L., Bebbia (Benth.) Greene, Chrysothamnus Nutt., Haplopappus Cass., Solidago L."
Colletidae,Colletes birkmanni,AZ-CA-CO-NM,Rare,"Asteraceae: Baccharis L., Gutierrezia Lag., Helianthus L., Heliopsis Pers., Hymenopappus L'Hér."
Colletidae,Colletes brevicornis,CO-MT-WY,Uncommon,"Campanula L., Triodanis Raf. ex Greene"
Colletidae,Colletes californicus,CA,Rare,Phacelia Juss.
Colletidae,Colletes ciliatoides,"ID, UT",Rare,Cuscuta L.
Colletidae,Colletes ciliatus,CO,Rare,Cuscuta L.
Colletidae,Colletes clypeonitens,AZ-CA-NM-NV-UT,Uncommon,Larrea Cav.
Colletidae,Colletes compactus,AZ-CA-CO-ID-NM-NV-OR-UT-WA,Uncommon,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Solidago L."
Colletidae,Colletes consors,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Boraginaceae; Hydrophyllaceae
Colletidae,Colletes covilleae,AZ-CA-NM-NV-UT,Rare,Larrea Cav.
