Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,ConceptNum,Acronym,FloraPage,Scientific_name_auths
Dicotyledons,Asteraceae,Crepis bakeri ssp. bakeri,Synonym,Crepis bakeri,,,,1264,CREBAKBAK,,Crepis bakeri Greene ssp. bakeri 
Dicotyledons,Asteraceae,Crepis bakeri ssp. cusickii,Synonym,Crepis bakeri,,,,1264,CREBAKCUS,,Crepis bakeri Greene ssp. cusickii (Eastw.) Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis bakeri ssp. idahoensis,Synonym,Crepis bakeri,,,,1264,CREBAKIDA,,Crepis bakeri Greene ssp. idahoensis Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis barbigera,Accepted,Crepis barbigera,,native,Fully described,1263,CREBAR,"vol2, pg236",Crepis barbigera Coville 
Dicotyledons,Asteraceae,Crepis capillaris,Accepted,Crepis capillaris,,"exotic, naturalized",Fully described,1265,CRECAP,"vol2, pg236",Crepis capillaris (L.) Wallr. 
Dicotyledons,Asteraceae,Crepis intermedia,Accepted,Crepis intermedia,,native,Fully described,1282,CREINT,"vol2, pg237",Crepis intermedia A. Gray 
Dicotyledons,Asteraceae,Crepis modocensis,Accepted,Crepis modocensis,,native,Fully described,1292,CREMOD,"vol2, pg237",Crepis modocensis Greene 
Dicotyledons,Asteraceae,Crepis modocensis ssp. modocensis,Synonym,Crepis modocensis,,,,1292,CREMODMOD,,Crepis modocensis Greene ssp. modocensis 
Dicotyledons,Asteraceae,Crepis modocensis ssp. subacaulis,Synonym,Crepis modocensis,,,,1292,CREMODSUB,,Crepis modocensis Greene ssp. subacaulis (Kellogg) Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis monticola,Accepted,Crepis monticola,,native,Fully described,1290,CREMON,"vol2, pg237",Crepis monticola Coville 
Dicotyledons,Asteraceae,Crepis nana,Synonym,Askellia pygmaea,,,,9042,CRENAN,,Crepis nana Richardson 
Dicotyledons,Asteraceae,Crepis nana ssp. ramosa,Synonym,Askellia pygmaea ssp. ramosa,,,,1294,CRENANRAM,,Crepis nana Richardson ssp. ramosa Babc. 
Dicotyledons,Asteraceae,Crepis nana var. ramosa,Synonym,Askellia pygmaea ssp. ramosa,,,,1294,CRENANRAM2,,Crepis nana Richardson var. ramosa (Babc.) Cronquist 
Dicotyledons,Asteraceae,Crepis nicaeensis,Accepted,Crepis nicaeensis,,"exotic, naturalized",Fully described,1295,CRENIC,"vol2, pg237",Crepis nicaeensis Pers. 
Dicotyledons,Asteraceae,Crepis occidentalis,Accepted,Crepis occidentalis,,native,Fully described,1297,CREOCC,"vol2, pg237",Crepis occidentalis Nutt. 
Dicotyledons,Asteraceae,Crepis occidentalis ssp. conjuncta,Synonym,Crepis occidentalis,,,,1297,CREOCCCON,,Crepis occidentalis Nutt. ssp. conjuncta Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis occidentalis ssp. costata,Synonym,Crepis occidentalis,,,,1297,CREOCCCOS2,,Crepis occidentalis Nutt. ssp. costata (A. Gray) Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis occidentalis ssp. occidentalis,Synonym,Crepis occidentalis,,,,1297,CREOCCOCC,,Crepis occidentalis Nutt. ssp. occidentalis 
Dicotyledons,Asteraceae,Crepis occidentalis ssp. pumila,Synonym,Crepis occidentalis,,,,1297,CREOCCPUM,,Crepis occidentalis Nutt. ssp. pumila (Rydb.) Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis occidentalis var. costata,Synonym,Crepis occidentalis,,,,1297,CREOCCCOS,,Crepis occidentalis Nutt. var. costata A. Gray 
Dicotyledons,Asteraceae,Crepis pleurocarpa,Accepted,Crepis pleurocarpa,,native,Fully described,1299,CREPLE,"vol2, pg238",Crepis pleurocarpa A. Gray 
Dicotyledons,Asteraceae,Crepis pulchra,Accepted,Crepis pulchra,,"exotic, naturalized",Fully described,1302,CREPUL,"vol2, pg238",Crepis pulchra L. 
Dicotyledons,Asteraceae,Crepis runcinata,Accepted,Crepis runcinata,,native,Fully described,9043,CRERUN,"vol2, pg239",Crepis runcinata (E. James) Torr. & A. Gray 
Dicotyledons,Asteraceae,Crepis runcinata ssp. hispidulosa,Accepted,Crepis runcinata ssp. hispidulosa,,native,Fully described,1305,CRERUNHIS,"vol2, pg239",Crepis runcinata (E. James) Torr. & A. Gray ssp. hispidulosa (Rydb.) Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis runcinata ssp. imbricata,Accepted,Crepis runcinata ssp. imbricata,,native,Fully described,1306,CRERUNIMB,"vol2, pg239",Crepis runcinata (E. James) Torr. & A. Gray ssp. imbricata Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis runcinata var. hispidulosa,Synonym,Crepis runcinata ssp. hispidulosa,,,,1305,CRERUNHIS2,,Crepis runcinata (E. James) Torr. & A. Gray var. hispidulosa Howell ex Rydb. 
Dicotyledons,Asteraceae,Crepis runcinata var. imbricata,Synonym,Crepis runcinata ssp. imbricata,,,,1306,CRERUNIMB2,,Crepis runcinata (E. James) Torr. & A. Gray var. imbricata (Babc. & Stebbins) M. Peck 
Dicotyledons,Asteraceae,Crepis setosa,Accepted,Crepis setosa,,"exotic, naturalized",Fully described,1309,CRESET,"vol2, pg239",Crepis setosa Haller f. 
Dicotyledons,Asteraceae,Crepis tectorum,Accepted,Crepis tectorum,,"exotic, not naturalized",,1314,CRETEC,,Crepis tectorum L. 
Dicotyledons,Asteraceae,Crepis vesicaria,Accepted,Crepis vesicaria,Bare species,"exotic, naturalized",Fully described,9044,CREVES,,Crepis vesicaria L. 
Dicotyledons,Asteraceae,Crepis vesicaria ssp. taraxacifolia,Accepted,Crepis vesicaria ssp. taraxacifolia,,"exotic, naturalized",Fully described,1318,CREVESTAR,"vol2, pg239",Crepis vesicaria L. ssp. taraxacifolia (Thuill.) Schinz & R. Keller 
Dicotyledons,Asteraceae,Crocidium multicaule,Accepted,Crocidium multicaule,,native,Fully described,1293,CROMUL,"vol2, pg240",Crocidium multicaule Hook. 
Dicotyledons,Asteraceae,Crupina vulgaris,Accepted,Crupina vulgaris,,"exotic, naturalized",Fully described,1319,CRUVUL,"vol2, pg241",Crupina vulgaris Pers. ex Cass. 
Dicotyledons,Asteraceae,Cyclachaena xanthiifolia,Accepted,Cyclachaena xanthiifolia,,native,Fully described,2164,CYCXAN,"vol2, pg241",Cyclachaena xanthiifolia (Nutt.) Fresen. 
Dicotyledons,Asteraceae,Delairea odorata,Accepted,Delairea odorata,,"exotic, naturalized",Fully described,4668,DELODO,"vol2, pg242",Delairea odorata Lam. 
Dicotyledons,Asteraceae,Dieteria canescens,Accepted,Dieteria canescens,,native,Fully described,9091,DIECAN,"vol2, pg243",Dieteria canescens (Pursh) Nutt. 
Dicotyledons,Asteraceae,Dieteria canescens var. canescens,Accepted,Dieteria canescens var. canescens,,native,Fully described,2611,DIECANCAN,"vol2, pg243",Dieteria canescens (Pursh) Nutt. var. canescens 
Dicotyledons,Asteraceae,Dieteria canescens var. incana,Accepted,Dieteria canescens var. incana,,native,Fully described,2612,DIECANINC,"vol2, pg243",Dieteria canescens (Pursh) Nutt. var. incana (Lindl.) D.R. Morgan & R.L. Hartm. 
Dicotyledons,Asteraceae,Dieteria canescens var. leucanthemifolia,Accepted,Dieteria canescens var. leucanthemifolia,,native,Fully described,4636,DIECANLEU,"vol2, pg243",Dieteria canescens (Pursh) Nutt. var. leucanthemifolia (Greene) D.R. Morgan & R.L. Hartm. 
Dicotyledons,Asteraceae,Dieteria canescens var. shastensis,Accepted,Dieteria canescens var. shastensis,,native,Fully described,2610,DIECANSHA,"vol2, pg243",Dieteria canescens (Pursh) Nutt. var. shastensis (A. Gray) D.R. Morgan & R.L. Hartm. 
Dicotyledons,Asteraceae,Dimeresia howellii,Accepted,Dimeresia howellii,,native,Fully described,1430,DIMHOW,"vol2, pg244",Dimeresia howellii A. Gray 
Dicotyledons,Asteraceae,Doellingeria breweri,Accepted,Doellingeria breweri,published in the flora as Eucephalus breweri,native,Fully described,4672,DOEBRE,"vol2, pg265",Doellingeria breweri (A. Gray) Semple 
Dicotyledons,Asteraceae,Doellingeria elegans,Accepted,Doellingeria elegans,published in the flora as Eucephalus elegans,native,Fully described,497,DOEELE,"vol2, pg265",Doellingeria elegans (Nutt.) Semple 
Dicotyledons,Asteraceae,Doellingeria glabrata,Accepted,Doellingeria glabrata,published in the flora as Eucephalus glabratus,native,Fully described,13707,DOEGLA,"vol2, pg266",Doellingeria glabrata (Greene) Semple 
Dicotyledons,Asteraceae,Doellingeria gormanii,Accepted,Doellingeria gormanii,published in the flora as Eucephalus gormanii,native,Fully described,457,DOEGOR,"vol2, pg266",Doellingeria gormanii (Piper) Semple 
Dicotyledons,Asteraceae,Doellingeria ledophylla,Accepted,Doellingeria ledophylla,published in the flora as Eucephalus ledophyllus,native,Fully described,14683,DOELED,"vol2, pg266",Doellingeria ledophylla (A. Gray) Semple 
Dicotyledons,Asteraceae,Doellingeria ledophylla var. covillei,Accepted,Doellingeria ledophylla var. covillei,published in the flora as Eucephalus ledophyllus var. covillei,native,Fully described,14684,DOELEDCOV,"vol2, pg267",Doellingeria ledophylla (A. Gray) Semple var. covillei (Greene) Semple 
Dicotyledons,Asteraceae,Doellingeria ledophylla var. ledophylla,Accepted,Doellingeria ledophylla var. ledophylla,published in the flora as Eucephalus ledophyllus var. ledophyllus,native,Fully described,475,DOELEDLED,"vol2, pg267",Doellingeria ledophylla (A. Gray) Semple var. ledophylla 
Dicotyledons,Asteraceae,Doellingeria tomentella,Accepted,Doellingeria tomentella,published in the flora as Eucephalus tomentellus,native,Fully described,416,DOETOM,"vol2, pg267",Doellingeria tomentella (Greene) Semple 
Dicotyledons,Asteraceae,Doellingeria vialis,Accepted,Doellingeria vialis,published in the flora as Eucephalus vialis,native,Fully described,537,DOEVIA,"vol2, pg267",Doellingeria vialis (Bradshaw) Semple 
Dicotyledons,Asteraceae,Doronicum pardalianches,Accepted,Doronicum pardalianches,,"exotic, naturalized",Fully described,14321,DORPAR,"vol2, pg244",Doronicum pardalianches L. 
Dicotyledons,Asteraceae,Doronicum plantagineum,Accepted,Doronicum plantagineum,,"exotic, not naturalized",,4675,DORPLA,,Doronicum plantagineum L. 
Dicotyledons,Asteraceae,Dugaldia hoopesii,Synonym,Hymenoxys hoopesii,,,,1504,DUGHOO,,Dugaldia hoopesii (A. Gray) Rydb. 
Dicotyledons,Asteraceae,Eatonella nivea,Accepted,Eatonella nivea,,native,Fully described,1506,EATNIV,"vol2, pg245",Eatonella nivea (D.C. Eaton) A. Gray 
Dicotyledons,Asteraceae,Erechtites arguta,Synonym,Erechtites glomeratus,,,,1608,EREARG,,Erechtites arguta DC. 
Dicotyledons,Asteraceae,Erechtites glomeratus,Accepted,Erechtites glomeratus,,"exotic, naturalized",Fully described,1608,EREGLO,"vol2, pg246",Erechtites glomeratus (Desf. ex Poir.) DC. 
Dicotyledons,Asteraceae,Erechtites minima,Synonym,Erechtites minimus,,,,1693,EREMIN,,Erechtites minima (Poir.) DC. 
Dicotyledons,Asteraceae,Erechtites minimus,Accepted,Erechtites minimus,,"exotic, naturalized",Fully described,1693,EREMIN2,"vol2, pg246",Erechtites minimus (Poir.) DC. 
Dicotyledons,Asteraceae,Erechtites prenanthoides,Misapplied,Erechtites minimus,,,,1693,EREPRE,,Erechtites prenanthoides (A. Rich.) DC. 
Dicotyledons,Asteraceae,Ericameria arborescens,Accepted,Ericameria arborescens,,native,Fully described,1982,ERIARB,"vol2, pg247",Ericameria arborescens (A. Gray) Greene 
Dicotyledons,Asteraceae,Ericameria bloomeri,Accepted,Ericameria bloomeri,,native,Fully described,1984,ERIBLO,"vol2, pg247",Ericameria bloomeri (A. Gray) J.F. Macbr. 
Dicotyledons,Asteraceae,Ericameria discoidea,Accepted,Ericameria discoidea,,native,Fully described,2001,ERIDIS2,"vol2, pg247",Ericameria discoidea (Nutt.) G.L. Nesom 
Dicotyledons,Asteraceae,Ericameria greenei,Accepted,Ericameria greenei,,native,Fully described,1665,ERIGRE,"vol2, pg247",Ericameria greenei (A. Gray) G.L. Nesom 
Dicotyledons,Asteraceae,Ericameria nana,Accepted,Ericameria nana,,native,Fully described,1699,ERINAN,"vol2, pg247",Ericameria nana Nutt. 
Dicotyledons,Asteraceae,Ericameria nauseosa,Accepted,Ericameria nauseosa,,native,Fully described,9046,ERINAU,"vol2, pg248",Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird 
Dicotyledons,Asteraceae,Ericameria nauseosa var. hololeuca,Accepted,Ericameria nauseosa var. hololeuca,,native,Fully described,4580,ERINAUHOL,"vol2, pg248",Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. hololeuca (A. Gray) G.L. Nesom & G.I. Baird 
Dicotyledons,Asteraceae,Ericameria nauseosa var. nana,Accepted,Ericameria nauseosa var. nana,,native,Fully described,4667,ERINAUNAN,"vol2, pg248",Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. nana (Cronquist) G.L. Nesom & G.I. Baird 
Dicotyledons,Asteraceae,Ericameria nauseosa var. oreophila,Accepted,Ericameria nauseosa var. oreophila,,native,Fully described,4578,ERINAUORE,"vol2, pg248",Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. oreophila (A. Nelson) G.L. Nesom & G.I. Baird 
Dicotyledons,Asteraceae,Ericameria nauseosa var. speciosa,Accepted,Ericameria nauseosa var. speciosa,,native,Fully described,1092,ERINAUSPE,"vol2, pg248",Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. speciosa (Nutt.) G.L. Nesom & G.I. Baird 
Dicotyledons,Asteraceae,Ericameria parryi,Accepted,Ericameria parryi,Bare species,native,Fully described,9047,ERIPAR,,Ericameria parryi (A. Gray) G.L. Nesom & G.I. Baird 
Dicotyledons,Asteraceae,Ericameria parryi var. nevadensis,Accepted,Ericameria parryi var. nevadensis,,native,Fully described,4674,ERIPARNEV,"vol2, pg248",Ericameria parryi (A. Gray) G.L. Nesom & G.I. Baird var. nevadensis (A. Gray) G.L. Nesom & G.I. Baird 
Dicotyledons,Asteraceae,Ericameria resinosa,Accepted,Ericameria resinosa,,native,Fully described,2006,ERIRES,"vol2, pg249",Ericameria resinosa Nutt. 
Dicotyledons,Asteraceae,Ericameria suffruticosa,Accepted,Ericameria suffruticosa,,native,Fully described,2010,ERISUF,"vol2, pg249",Ericameria suffruticosa (Nutt.) G.L. Nesom 
Dicotyledons,Asteraceae,Erigeron acris,Synonym,Erigeron nivalis,in part,,,1601,ERIACR7ERINIV2,,Erigeron acris L. 
Dicotyledons,Asteraceae,Erigeron acris,Accepted,Erigeron acris,Bare species; sensu stricto,native,Fully described,9049,ERIACR1,,Erigeron acris L. 
Dicotyledons,Asteraceae,Erigeron acris var. asteroides,Misapplied,Erigeron acris var. kamtschaticus,,,,1600,ERIACRAST,,Erigeron acris L. var. asteroides (Andrz. ex Besser) DC. 
Dicotyledons,Asteraceae,Erigeron acris var. debilis,Synonym,Erigeron nivalis,,,,1601,ERIACRDEB,,Erigeron acris L. var. debilis A. Gray 
Dicotyledons,Asteraceae,Erigeron acris var. kamtschaticus,Accepted,Erigeron acris var. kamtschaticus,,native,Fully described,1600,ERIACRKAM,"vol2, pg252",Erigeron acris L. var. kamtschaticus (DC.) Herder 
Dicotyledons,Asteraceae,Erigeron aliceae,Accepted,Erigeron aliceae,,native,Fully described,1602,ERIALI,"vol2, pg252",Erigeron aliceae Howell 
Dicotyledons,Asteraceae,Erigeron annuus,Accepted,Erigeron annuus,,"exotic, naturalized",Fully described,1604,ERIANN,"vol2, pg252",Erigeron annuus (L.) Pers. 
Dicotyledons,Asteraceae,Erigeron aphanactis,Accepted,Erigeron aphanactis,Bare species,native,Fully described,9050,ERIAPH,,Erigeron aphanactis (A. Gray) Greene 
Dicotyledons,Asteraceae,Erigeron aphanactis var. aphanactis,Accepted,Erigeron aphanactis var. aphanactis,,native,Fully described,1606,ERIAPHAPH,"vol2, pg252",Erigeron aphanactis (A. Gray) Greene var. aphanactis 
Dicotyledons,Asteraceae,Erigeron aureus,Accepted,Erigeron aureus,,native,Fully described,14616,ERIAUR,"vol2, pg252",Erigeron aureus Greene 
Dicotyledons,Asteraceae,Erigeron austiniae,Synonym,Erigeron chrysopsidis var. austiniae,,,,1627,ERIAUS,,Erigeron austiniae Greene 
Dicotyledons,Asteraceae,Erigeron bloomeri,Accepted,Erigeron bloomeri,,native,Fully described,9051,ERIBLO2,"vol2, pg253",Erigeron bloomeri A. Gray 
Dicotyledons,Asteraceae,Erigeron bloomeri var. bloomeri,Accepted,Erigeron bloomeri var. bloomeri,,native,Fully described,4509,ERIBLOBLO,"vol2, pg253",Erigeron bloomeri A. Gray var. bloomeri 
Dicotyledons,Asteraceae,Erigeron bloomeri var. nudatus,Accepted,Erigeron bloomeri var. nudatus,,native,Fully described,1612,ERIBLONUD,"vol2, pg253",Erigeron bloomeri A. Gray var. nudatus (A. Gray) Cronquist 
Dicotyledons,Asteraceae,Erigeron breweri,Synonym,Erigeron klamathensis,,,,1616,ERIBRE,,Erigeron breweri A. Gray 
Dicotyledons,Asteraceae,Erigeron breweri var. klamathensis,Synonym,Erigeron klamathensis,,,,1616,ERIBREKLA,,Erigeron breweri A. Gray var. klamathensis G.L. Nesom 
Dicotyledons,Asteraceae,Erigeron canadensis,Synonym,Conyza canadensis,,,,1195,ERICAN,,Erigeron canadensis L. 
Dicotyledons,Asteraceae,Erigeron cascadensis,Accepted,Erigeron cascadensis,,native,Fully described,1620,ERICAS,"vol2, pg253",Erigeron cascadensis A. Heller 
Dicotyledons,Asteraceae,Erigeron cervinus,Accepted,Erigeron cervinus,,native,Fully described,1622,ERICER,"vol2, pg253",Erigeron cervinus Greene 
Dicotyledons,Asteraceae,Erigeron chrysopsidis,Accepted,Erigeron chrysopsidis,,native,Fully described,9053,ERICHR,"vol2, pg254",Erigeron chrysopsidis A. Gray 
Dicotyledons,Asteraceae,Erigeron chrysopsidis ssp. austiniae,Synonym,Erigeron chrysopsidis var. austiniae,,,,1627,ERICHRAUS2,,Erigeron chrysopsidis A. Gray ssp. austiniae (Greene) Cronquist 
Dicotyledons,Asteraceae,Erigeron chrysopsidis ssp. brevifolius,Synonym,Erigeron chrysopsidis var. brevifolius,,,,1629,ERICHRBRE2,,Erigeron chrysopsidis A. Gray ssp. brevifolius Piper 
Dicotyledons,Asteraceae,Erigeron chrysopsidis ssp. chrysopsidis,Synonym,Erigeron chrysopsidis var. chrysopsidis,,,,1628,ERICHRCHR2,,Erigeron chrysopsidis A. Gray ssp. chrysopsidis 
Dicotyledons,Asteraceae,Erigeron chrysopsidis var. austiniae,Accepted,Erigeron chrysopsidis var. austiniae,,native,Fully described,1627,ERICHRAUS,"vol2, pg254",Erigeron chrysopsidis A. Gray var. austiniae (Greene) G.L. Nesom 
Dicotyledons,Asteraceae,Erigeron chrysopsidis var. brevifolius,Accepted,Erigeron chrysopsidis var. brevifolius,,native,Fully described,1629,ERICHRBRE,"vol2, pg254",Erigeron chrysopsidis A. Gray var. brevifolius Piper 
Dicotyledons,Asteraceae,Erigeron chrysopsidis var. chrysopsidis,Accepted,Erigeron chrysopsidis var. chrysopsidis,,native,Fully described,1628,ERICHRCHR,"vol2, pg254",Erigeron chrysopsidis A. Gray var. chrysopsidis 
Dicotyledons,Asteraceae,Erigeron compositus,Accepted,Erigeron compositus,,native,Fully described,1639,ERICOM2,"vol2, pg254",Erigeron compositus Pursh 
Dicotyledons,Asteraceae,Erigeron compositus var. compositus,Synonym,Erigeron compositus,,,,1639,ERICOMCOM2,,Erigeron compositus Pursh var. compositus 
Dicotyledons,Asteraceae,Erigeron compositus var. glabratus,Synonym,Erigeron compositus,,,,1639,ERICOMGLA,,Erigeron compositus Pursh var. glabratus Macoun 
Dicotyledons,Asteraceae,Erigeron corymbosus,Accepted,Erigeron corymbosus,,native,Fully described,1633,ERICOR,"vol2, pg255",Erigeron corymbosus Nutt. 
Dicotyledons,Asteraceae,Erigeron coulteri,Accepted,Erigeron coulteri,,native,Fully described,1634,ERICOU,"vol2, pg255",Erigeron coulteri Porter 
Dicotyledons,Asteraceae,Erigeron davisii,Synonym,Erigeron disparipilus,,,,1648,ERIDAV,,Erigeron davisii (Cronquist) G.L. Nesom 
Dicotyledons,Asteraceae,Erigeron decumbens,Accepted,Erigeron decumbens,,native,Fully described,1644,ERIDEC,"vol2, pg255",Erigeron decumbens Nutt. 
Dicotyledons,Asteraceae,Erigeron decumbens ssp. decumbens,Synonym,Erigeron decumbens,,,,1644,ERIDECDEC2,,Erigeron decumbens Nutt. ssp. decumbens 
Dicotyledons,Asteraceae,Erigeron decumbens ssp. robustior,Misapplied,Erigeron eatonii var. plantagineus,,,,4476,ERIDECROB,,Erigeron decumbens Nutt. ssp. robustior Cronquist 
Dicotyledons,Asteraceae,Erigeron decumbens var. decumbens,Synonym,Erigeron decumbens,,,,1644,ERIDECDEC,,Erigeron decumbens Nutt. var. decumbens 
Dicotyledons,Asteraceae,Erigeron decumbens var. robustior,Misapplied,Erigeron eatonii var. plantagineus,,,,4476,ERIDECROB2,,Erigeron decumbens Nutt. var. robustior (Cronquist) Cronquist 
Dicotyledons,Asteraceae,Erigeron delicatus,Synonym,Erigeron cervinus,,,,1622,ERIDEL,,Erigeron delicatus Cronquist 
Dicotyledons,Asteraceae,Erigeron disparipilus,Accepted,Erigeron disparipilus,,native,Fully described,1648,ERIDIS,"vol2, pg255",Erigeron disparipilus Cronquist 
Dicotyledons,Asteraceae,Erigeron divergens,Accepted,Erigeron divergens,,native,Fully described,1646,ERIDIV,"vol2, pg255",Erigeron divergens Torr. & A. Gray 
Dicotyledons,Asteraceae,Erigeron divergens var. divergens,Synonym,Erigeron divergens,,,,1646,ERIDIVDIV,,Erigeron divergens Torr. & A. Gray var. divergens 
Dicotyledons,Asteraceae,Erigeron eatonii,Accepted,Erigeron eatonii,,native,Fully described,9057,ERIEAT,"vol2, pg256",Erigeron eatonii A. Gray 
Dicotyledons,Asteraceae,Erigeron eatonii var. lavandulus,Accepted,Erigeron eatonii var. lavandulus,,native,Fully described,4477,ERIEATLAV,"vol2, pg256",Erigeron eatonii A. Gray var. lavandulus Strother & Ferlatte 
Dicotyledons,Asteraceae,Erigeron eatonii var. plantagineus,Accepted,Erigeron eatonii var. plantagineus,,native,Fully described,4476,ERIEATPLA,"vol2, pg256",Erigeron eatonii A. Gray var. plantagineus (Greene) Cronquist 
Dicotyledons,Asteraceae,Erigeron eatonii var. villosus,Accepted,Erigeron eatonii var. villosus,,native,Fully described,1651,ERIEATVIL,"vol2, pg256",Erigeron eatonii A. Gray var. villosus (Cronquist) Cronquist 
Dicotyledons,Asteraceae,Erigeron elegantulus,Accepted,Erigeron elegantulus,,native,Fully described,1653,ERIELE,"vol2, pg256",Erigeron elegantulus Greene 
Dicotyledons,Asteraceae,Erigeron engelmannii,Synonym,Erigeron disparipilus,,,,1648,ERIENG,,Erigeron engelmannii A. Nelson 
Dicotyledons,Asteraceae,Erigeron engelmannii ssp. davisii,Synonym,Erigeron disparipilus,,,,1648,ERIENGDAV2,,Erigeron engelmannii A. Nelson ssp. davisii Cronquist 
Dicotyledons,Asteraceae,Erigeron engelmannii var. davisii,Synonym,Erigeron disparipilus,,,,1648,ERIENGDAV,,Erigeron engelmannii A. Nelson var. davisii (Cronquist) Cronquist 
Dicotyledons,Asteraceae,Erigeron filifolius,Accepted,Erigeron filifolius,,native,Fully described,1658,ERIFIL,"vol2, pg256",Erigeron filifolius (Hook.) Nutt. 
Dicotyledons,Asteraceae,Erigeron filifolius var. filifolius,Synonym,Erigeron filifolius,,,,1658,ERIFILFIL,,Erigeron filifolius (Hook.) Nutt. var. filifolius 
