Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,ConceptNum,Acronym,FloraPage,Scientific_name_auths
Dicotyledons,Asteraceae,Chaenactis cusickii,Accepted,Chaenactis cusickii,,native,Fully described,1062,CHACUS,"vol2, pg218",Chaenactis cusickii A. Gray 
Dicotyledons,Asteraceae,Chaenactis douglasii,Accepted,Chaenactis douglasii,,native,Fully described,1063,CHADOU,"vol2, pg219",Chaenactis douglasii (Hook.) Hook. & Arn. 
Dicotyledons,Asteraceae,Chaenactis douglasii var. achilleaefolia,Synonym,Chaenactis douglasii,,,,1063,CHADOUACH,,Chaenactis douglasii (Hook.) Hook. & Arn. var. achilleaefolia (Hook. & Arn.) A. Nelson 
Dicotyledons,Asteraceae,Chaenactis douglasii var. alpina,Synonym,Chaenactis alpina,,,,1053,CHADOUALP,,Chaenactis douglasii (Hook.) Hook. & Arn. var. alpina A. Gray 
Dicotyledons,Asteraceae,Chaenactis douglasii var. douglasii,Synonym,Chaenactis douglasii,,,,1063,CHADOUDOU,,Chaenactis douglasii (Hook.) Hook. & Arn. var. douglasii 
Dicotyledons,Asteraceae,Chaenactis douglasii var. glandulosa,Synonym,Chaenactis douglasii,,,,1063,CHADOUGLA,,Chaenactis douglasii (Hook.) Hook. & Arn. var. glandulosa Cronquist 
Dicotyledons,Asteraceae,Chaenactis douglasii var. montana,Misapplied,Chaenactis douglasii,,,,1063,CHADOUMON,,Chaenactis douglasii (Hook.) Hook. & Arn. var. montana M.E. Jones 
Dicotyledons,Asteraceae,Chaenactis macrantha,Accepted,Chaenactis macrantha,,native,Fully described,1083,CHAMAC,"vol2, pg219",Chaenactis macrantha D.C. Eaton 
Dicotyledons,Asteraceae,Chaenactis nevii,Accepted,Chaenactis nevii,,native,Fully described,1094,CHANEV,"vol2, pg219",Chaenactis nevii A. Gray 
Dicotyledons,Asteraceae,Chaenactis rubricaulis,Misapplied,Chaenactis douglasii,,,,1063,CHARUB,,Chaenactis rubricaulis Rydb. 
Dicotyledons,Asteraceae,Chaenactis stevioides,Accepted,Chaenactis stevioides,,native,Fully described,1103,CHASTE,"vol2, pg219",Chaenactis stevioides Hook. & Arn. 
Dicotyledons,Asteraceae,Chaenactis stevioides var. stevioides,Synonym,Chaenactis stevioides,,,,1103,CHASTESTE,,Chaenactis stevioides Hook. & Arn. var. stevioides 
Dicotyledons,Asteraceae,Chaenactis suffrutescens,Accepted,Chaenactis suffrutescens,,native,Fully described,14668,CHASUF,"vol2, pg220",Chaenactis suffrutescens A. Gray 
Dicotyledons,Asteraceae,Chaenactis xantiana,Accepted,Chaenactis xantiana,,native,Fully described,1118,CHAXAN,"vol2, pg220",Chaenactis xantiana A. Gray 
Dicotyledons,Asteraceae,Chaetadelpha wheeleri,Accepted,Chaetadelpha wheeleri,,native,Fully described,1117,CHAWHE,"vol2, pg220",Chaetadelpha wheeleri A. Gray 
Dicotyledons,Asteraceae,Chamaemelum mixtum,Accepted,Chamaemelum mixtum,,"exotic, not naturalized",,4434,CHAMIX,,Chamaemelum mixtum (L.) All. 
Dicotyledons,Asteraceae,Chamomilla occidentalis,Synonym,Matricaria occidentalis,,,,4435,CHAOCC,,Chamomilla occidentalis (Greene) Rydb. 
Dicotyledons,Asteraceae,Chamomilla suaveolens,Synonym,Matricaria discoidea,,,,2599,CHASUA,,Chamomilla suaveolens (Pursh) Rydb. 
Dicotyledons,Asteraceae,Chondrilla juncea,Accepted,Chondrilla juncea,,"exotic, naturalized",Fully described,1077,CHOJUN,"vol2, pg221",Chondrilla juncea L. 
Dicotyledons,Asteraceae,Chrysanthemum balsamita,Synonym,Tanacetum balsamita,,,,1056,CHRBAL,,Chrysanthemum balsamita (L.) Baill. 
Dicotyledons,Asteraceae,Chrysanthemum leucanthemum,Synonym,Leucanthemum vulgare,,,,1079,CHRLEU,,Chrysanthemum leucanthemum L. 
Dicotyledons,Asteraceae,Chrysanthemum maximum,Synonym,Leucanthemum maximum,,,,1084,CHRMAX,,Chrysanthemum maximum Ramond 
Dicotyledons,Asteraceae,Chrysanthemum parthenium,Synonym,Tanacetum parthenium,,,,1098,CHRPAR,,Chrysanthemum parthenium (L.) Bernh. 
Dicotyledons,Asteraceae,Chrysanthemum segetum,Synonym,Glebionis segetum,,,,4432,CHRSEG,,Chrysanthemum segetum L. 
Dicotyledons,Asteraceae,Chrysopsis breweri,Synonym,Doellingeria breweri,,,,4672,CHRBRE,,Chrysopsis breweri A. Gray 
Dicotyledons,Asteraceae,Chrysopsis oregona,Synonym,Heterotheca oregona,,,,1097,CHRORE,,Chrysopsis oregona (Nutt.) A. Gray 
Dicotyledons,Asteraceae,Chrysopsis oregona var. oregona,Synonym,Heterotheca oregona,,,,1097,CHROREORE,,Chrysopsis oregona (Nutt.) A. Gray var. oregona 
Dicotyledons,Asteraceae,Chrysopsis oregona var. rudis,Synonym,Heterotheca oregona,,,,1097,CHRORERUD,,Chrysopsis oregona (Nutt.) A. Gray var. rudis (Greene) Jeps. 
Dicotyledons,Asteraceae,Chrysopsis villosa var. filosa,Synonym,Heterotheca villosa var. villosa,,,,1115,CHRVILFIL,,Chrysopsis villosa (Pursh) Nutt. ex DC. var. filosa (Nutt.) D.C. Eaton 
Dicotyledons,Asteraceae,Chrysopsis villosa var. foliosa,Misapplied,Heterotheca villosa var. villosa,,,,1115,CHRVILFOL,,Chrysopsis villosa (Pursh) Nutt. ex DC. var. foliosa (Nutt.) D.C. Eaton 
Dicotyledons,Asteraceae,Chrysopsis villosa var. hispida,Synonym,Heterotheca villosa var. minor,,,,1109,CHRVILHIS,,Chrysopsis villosa (Pursh) Nutt. ex DC. var. hispida (Hook.) A. Gray 
Dicotyledons,Asteraceae,Chrysopsis villosa var. villosa,Synonym,Heterotheca villosa var. villosa,,,,1115,CHRVILVIL,,Chrysopsis villosa (Pursh) Nutt. ex DC. var. villosa 
Dicotyledons,Asteraceae,Chrysopsis villosa var. viscida,Synonym,Heterotheca villosa var. minor,,,,1109,CHRVILVIS,,Chrysopsis villosa (Pursh) Nutt. ex DC. var. viscida A. Gray 
Dicotyledons,Asteraceae,Chrysothamnus humilis,Accepted,Chrysothamnus humilis,,native,Fully described,1074,CHRHUM,"vol2, pg222",Chrysothamnus humilis Greene 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus,Synonym,Ericameria nauseosa,,,,9046,CHRNAU,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus ssp. albicaulis,Synonym,Ericameria nauseosa var. speciosa,,,,1092,CHRNAUALB,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton ssp. albicaulis (Nutt.) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus ssp. consimilis,Synonym,Ericameria nauseosa var. oreophila,,,,4578,CHRNAUCON,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton ssp. consimilis (Greene) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus ssp. hololeucus,Synonym,Ericameria nauseosa var. hololeuca,,,,4580,CHRNAUHOL,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton ssp. hololeucus (A. Gray) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus ssp. nanus,Synonym,Ericameria nauseosa var. nana,,,,4667,CHRNAUNAN,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton ssp. nanus (Cronquist) D.D. Keck 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus var. albicaulis,Synonym,Ericameria nauseosa var. speciosa,,,,1092,CHRNAUALB2,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton var. albicaulis (Nutt.) Rydb. 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus var. artus,Synonym,Ericameria nauseosa var. oreophila,,,,4578,CHRNAUART,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton var. artus (A. Nelson) Cronquist 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus var. nanus,Synonym,Ericameria nauseosa var. nana,,,,4667,CHRNAUNAN2,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton var. nanus Cronquist 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus var. oreophilus,Synonym,Ericameria nauseosa var. oreophila,,,,4578,CHRNAUORE,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton var. oreophilus (A. Nelson) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus nauseosus var. speciosus,Synonym,Ericameria nauseosa var. speciosa,,,,1092,CHRNAUSPE,,Chrysothamnus nauseosus (Pall. ex Pursh) Britton var. speciosus (Nutt.) H.M. Hall 
Dicotyledons,Asteraceae,Chrysothamnus parryi,Synonym,Ericameria parryi var. nevadensis,,,,4674,CHRPAR2,,Chrysothamnus parryi (A. Gray) Greene 
Dicotyledons,Asteraceae,Chrysothamnus parryi ssp. nevadensis,Synonym,Ericameria parryi var. nevadensis,,,,4674,CHRPARNEV,,Chrysothamnus parryi (A. Gray) Greene ssp. nevadensis (A. Gray) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus parryi var. nevadensis,Synonym,Ericameria parryi var. nevadensis,,,,4674,CHRPARNEV2,,Chrysothamnus parryi (A. Gray) Greene var. nevadensis (A. Gray) Kittell 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus,Synonym,Chrysothamnus humilis,in part,,,1074,CHRVIS7CHRHUM,,Chrysothamnus viscidiflorus (Hook.) Nutt. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus,Accepted,Chrysothamnus viscidiflorus,,native,Fully described,9048,CHRVIS1,"vol2, pg222",Chrysothamnus viscidiflorus (Hook.) Nutt. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus ssp. humilis,Synonym,Chrysothamnus humilis,,,,1074,CHRVISHUM,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. humilis (Greene) C.L. Hitchc. & Cronquist 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus ssp. lanceolatus,Accepted,Chrysothamnus viscidiflorus ssp. lanceolatus,,native,Fully described,1110,CHRVISLAN,"vol2, pg222",Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. lanceolatus (Nutt.) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus ssp. puberulus,Accepted,Chrysothamnus viscidiflorus ssp. puberulus,,native,Fully described,1111,CHRVISPUB,"vol2, pg223",Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. puberulus (D.C. Eaton) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus ssp. pumilus,Synonym,Chrysothamnus viscidiflorus ssp. viscidiflorus,,,,1114,CHRVISPUM2,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. pumilus (Nutt.) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus ssp. stenophyllus,Synonym,Chrysothamnus viscidiflorus ssp. viscidiflorus,,,,1114,CHRVISSTE2,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. stenophyllus (A. Gray) H.M. Hall & Clem. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus ssp. viscidiflorus,Accepted,Chrysothamnus viscidiflorus ssp. viscidiflorus,,native,Fully described,1114,CHRVISVIS,"vol2, pg223",Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus var. humilis,Synonym,Chrysothamnus humilis,,,,1074,CHRVISHUM2,,Chrysothamnus viscidiflorus (Hook.) Nutt. var. humilis (Greene) Jeps. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus var. lanceolatus,Synonym,Chrysothamnus viscidiflorus ssp. lanceolatus,,,,1110,CHRVISLAN2,,Chrysothamnus viscidiflorus (Hook.) Nutt. var. lanceolatus (Nutt.) Greene 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus var. puberulus,Synonym,Chrysothamnus viscidiflorus ssp. puberulus,,,,1111,CHRVISPUB2,,Chrysothamnus viscidiflorus (Hook.) Nutt. var. puberulus (D.C. Eaton) Jeps. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus var. pumilus,Synonym,Chrysothamnus viscidiflorus ssp. viscidiflorus,,,,1114,CHRVISPUM,,Chrysothamnus viscidiflorus (Hook.) Nutt. var. pumilus (Nutt.) Jeps. 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus var. stenophyllus,Synonym,Chrysothamnus viscidiflorus ssp. viscidiflorus,,,,1114,CHRVISSTE,,Chrysothamnus viscidiflorus (Hook.) Nutt. var. stenophyllus (A. Gray) H.M. Hall 
Dicotyledons,Asteraceae,Chrysothamnus viscidiflorus var. viscidiflorus,Synonym,Chrysothamnus viscidiflorus ssp. viscidiflorus,,,,1114,CHRVISVIS2,,Chrysothamnus viscidiflorus (Hook.) Nutt. var. viscidiflorus 
Dicotyledons,Asteraceae,Cichorium intybus,Accepted,Cichorium intybus,,"exotic, naturalized",Fully described,1135,CICINT,"vol2, pg223",Cichorium intybus L. 
Dicotyledons,Asteraceae,Cirsium acanthodontum,Synonym,Cirsium remotifolium var. rivulare,,,,1119,CIRACA,,Cirsium acanthodontum S.F. Blake 
Dicotyledons,Asteraceae,Cirsium andersonii,Accepted,Cirsium andersonii,,native,Fully described,4591,CIRAND,"vol2, pg225",Cirsium andersonii (A. Gray) Petr. 
Dicotyledons,Asteraceae,Cirsium arvense,Accepted,Cirsium arvense,,"exotic, naturalized",Fully described,1121,CIRARV,"vol2, pg225",Cirsium arvense (L.) Scop. 
Dicotyledons,Asteraceae,Cirsium arvense var. arvense,Synonym,Cirsium arvense,,,,1121,CIRARVARV,,Cirsium arvense (L.) Scop. var. arvense 
Dicotyledons,Asteraceae,Cirsium arvense var. horridum,Synonym,Cirsium arvense,,,,1121,CIRARVHOR,,Cirsium arvense (L.) Scop. var. horridum Wimm. & Grab. 
Dicotyledons,Asteraceae,Cirsium brevifolium,Accepted,Cirsium brevifolium,,native,Fully described,1123,CIRBRE,"vol2, pg225",Cirsium brevifolium Nutt. 
Dicotyledons,Asteraceae,Cirsium brevistylum,Accepted,Cirsium brevistylum,,native,Fully described,1124,CIRBRE2,"vol2, pg225",Cirsium brevistylum Cronquist 
Dicotyledons,Asteraceae,Cirsium breweri,Synonym,Cirsium douglasii var. breweri,,,,1125,CIRBRE3,,Cirsium breweri (A. Gray) Jeps. 
Dicotyledons,Asteraceae,Cirsium callilepis var. callilepis,Synonym,Cirsium remotifolium var. odontolepis,,,,1128,CIRCALCAL,,Cirsium callilepis (Greene) Jeps. var. callilepis 
Dicotyledons,Asteraceae,Cirsium callilepis var. oregonense,Synonym,Cirsium remotifolium var. odontolepis,,,,1128,CIRCALORE,,Cirsium callilepis (Greene) Jeps. var. oregonense (Petr.) J.T. Howell 
Dicotyledons,Asteraceae,Cirsium callilepis var. pseudocarlinoides,Synonym,Cirsium remotifolium var. odontolepis,,,,1128,CIRCALPSE,,Cirsium callilepis (Greene) Jeps. var. pseudocarlinoides (Petr.) J.T. Howell 
Dicotyledons,Asteraceae,Cirsium canovirens,Synonym,Cirsium cymosum var. canovirens,,,,1127,CIRCAN,,Cirsium canovirens (Rydb.) Petr. 
Dicotyledons,Asteraceae,Cirsium centaureae,Synonym,Cirsium remotifolium var. odontolepis,,,,1128,CIRCEN,,Cirsium centaureae (Rydb.) K. Schum. 
Dicotyledons,Asteraceae,Cirsium ciliolatum,Accepted,Cirsium ciliolatum,,native,Fully described,4592,CIRCIL,"vol2, pg225",Cirsium ciliolatum (L.F. Hend.) J.T. Howell 
Dicotyledons,Asteraceae,Cirsium cymosum,Accepted,Cirsium cymosum,,native,Fully described,12856,CIRCYM,"vol2, pg225",Cirsium cymosum (Greene) J.T. Howell 
Dicotyledons,Asteraceae,Cirsium cymosum var. canovirens,Accepted,Cirsium cymosum var. canovirens,,native,Fully described,1127,CIRCYMCAN,"vol2, pg226",Cirsium cymosum (Greene) J.T. Howell var. canovirens (Rydb.) D.J.Keil 
Dicotyledons,Asteraceae,Cirsium cymosum var. cymosum,Accepted,Cirsium cymosum var. cymosum,,native,Fully described,1129,CIRCYMCYM,"vol2, pg226",Cirsium cymosum (Greene) J.T. Howell var. cymosum 
Dicotyledons,Asteraceae,Cirsium douglasii,Accepted,Cirsium douglasii,Bare species,native,Fully described,9039,CIRDOU,,Cirsium douglasii DC. 
Dicotyledons,Asteraceae,Cirsium douglasii var. breweri,Accepted,Cirsium douglasii var. breweri,,native,Fully described,1125,CIRDOUBRE,"vol2, pg226",Cirsium douglasii DC. var. breweri (A. Gray) D.J. Keil & C.E. Turner 
Dicotyledons,Asteraceae,Cirsium douglasii var. canescens,Synonym,Cirsium douglasii var. breweri,,,,1125,CIRDOUCAN,,Cirsium douglasii DC. var. canescens (Petr.) J.T. Howell 
Dicotyledons,Asteraceae,Cirsium eatonii,Accepted,Cirsium eatonii,Bare species,native,Fully described,12892,CIREAT,,Cirsium eatonii (A. Gray) B.L. Rob. 
Dicotyledons,Asteraceae,Cirsium eatonii var. peckii,Accepted,Cirsium eatonii var. peckii,,native,Fully described,1139,CIREATPEC,"vol2, pg226",Cirsium eatonii (A. Gray) B.L. Rob. var. peckii (L.F. Hend.) D.J. Keil 
Dicotyledons,Asteraceae,Cirsium edule,Accepted,Cirsium edule,,native,Fully described,12857,CIREDU,"vol2, pg227",Cirsium edule Nutt. 
Dicotyledons,Asteraceae,Cirsium edule var. edule,Accepted,Cirsium edule var. edule,,native,Fully described,1131,CIREDUEDU,"vol2, pg227",Cirsium edule Nutt. var. edule 
Dicotyledons,Asteraceae,Cirsium edule var. macounii,Accepted,Cirsium edule var. macounii,,native,Fully described,12858,CIREDUMAC,"vol2, pg227",Cirsium edule Nutt. var. macounii (Greene) D.J. Keil 
Dicotyledons,Asteraceae,Cirsium foliosum,Misapplied,Cirsium scariosum,,,,12860,CIRFOL,,Cirsium foliosum (Hook.) DC. 
Dicotyledons,Asteraceae,Cirsium hallii,Synonym,Cirsium edule var. edule,,,,1131,CIRHAL,,Cirsium hallii (A. Gray) M.E. Jones 
Dicotyledons,Asteraceae,Cirsium inamoenum,Accepted,Cirsium inamoenum,Bare species,native,Fully described,12863,CIRINA,,Cirsium inamoenum (E.L. Greene) D.J. Keil 
Dicotyledons,Asteraceae,Cirsium inamoenum var. inamoenum,Accepted,Cirsium inamoenum var. inamoenum,,native,Fully described,1142,CIRINAINA,"vol2, pg227",Cirsium inamoenum (E.L. Greene) D.J. Keil var. inamoenum 
Dicotyledons,Asteraceae,Cirsium occidentale,Accepted,Cirsium occidentale,,native,Fully described,9040,CIROCC,"vol2, pg227",Cirsium occidentale (Nutt.) Jeps. 
Dicotyledons,Asteraceae,Cirsium occidentale var. candidissimum,Accepted,Cirsium occidentale var. candidissimum,,native,Fully described,1138,CIROCCCAN,"vol2, pg228",Cirsium occidentale (Nutt.) Jeps. var. candidissimum (Greene) J.F. Macbr. 
Dicotyledons,Asteraceae,Cirsium occidentale var. venustum,Accepted,Cirsium occidentale var. venustum,,native,Fully described,1134,CIROCCVEN,"vol2, pg228",Cirsium occidentale (Nutt.) Jeps. var. venustum (Greene) Jeps. 
Dicotyledons,Asteraceae,Cirsium ochrocentrum,Accepted,Cirsium ochrocentrum,Bare species,"exotic, not naturalized",,12953,CIROCH,,Cirsium ochrocentrum A. Gray 
Dicotyledons,Asteraceae,Cirsium ochrocentrum var. ochrocentrum,Accepted,Cirsium ochrocentrum var. ochrocentrum,,"exotic, not naturalized",,12954,CIROCHOCH,,Cirsium ochrocentrum A. Gray var. ochrocentrum 
Dicotyledons,Asteraceae,Cirsium pastoris,Synonym,Cirsium occidentale var. candidissimum,,,,1138,CIRPAS,,Cirsium pastoris J.T. Howell 
Dicotyledons,Asteraceae,Cirsium peckii,Synonym,Cirsium eatonii var. peckii,,,,1139,CIRPEC,,Cirsium peckii L.F. Hend. 
Dicotyledons,Asteraceae,Cirsium proteanum,Synonym,Cirsium occidentale var. venustum,,,,1134,CIRPRO,,Cirsium proteanum J.T. Howell 
Dicotyledons,Asteraceae,Cirsium remotifolium,Accepted,Cirsium remotifolium,sensu lato,native,Fully described,12855,CIRREM,"vol2, pg228",Cirsium remotifolium (Hook.) DC. 
Dicotyledons,Asteraceae,Cirsium remotifolium var. odontolepis,Accepted,Cirsium remotifolium var. odontolepis,,native,Fully described,1128,CIRREMODO,"vol2, pg228",Cirsium remotifolium (Hook.) DC. var. odontolepis Petr. 
Dicotyledons,Asteraceae,Cirsium remotifolium var. remotifolium,Accepted,Cirsium remotifolium var. remotifolium,,native,Fully described,1140,CIRREMREM,"vol2, pg229",Cirsium remotifolium (Hook.) DC. var. remotifolium 
Dicotyledons,Asteraceae,Cirsium remotifolium var. rivulare,Accepted,Cirsium remotifolium var. rivulare,,native,Fully described,1119,CIRREMRIV,"vol2, pg229",Cirsium remotifolium (Hook.) DC. var. rivulare Jeps. 
Dicotyledons,Asteraceae,Cirsium scariosum,Accepted,Cirsium scariosum,,native,Fully described,12860,CIRSCA,"vol2, pg229",Cirsium scariosum Nutt. 
Dicotyledons,Asteraceae,Cirsium scariosum var. americanum,Synonym,Cirsium scariosum,,,,12860,CIRSCAAME,,Cirsium scariosum Nutt. var. americanum (A. Gray) D.J. Keil 
Dicotyledons,Asteraceae,Cirsium scariosum var. robustum,Synonym,Cirsium scariosum,,,,12860,CIRSCAROB,,Cirsium scariosum Nutt. var. robustum D.J. Keil 
Dicotyledons,Asteraceae,Cirsium scariosum var. scariosum,Synonym,Cirsium scariosum,,,,12860,CIRSCASCA,,Cirsium scariosum Nutt. var. scariosum 
Dicotyledons,Asteraceae,Cirsium scariosum var. toiyabense,Synonym,Cirsium scariosum,,,,12860,CIRSCATOI,,Cirsium scariosum Nutt. var. toiyabense D.J. Keil 
Dicotyledons,Asteraceae,Cirsium subniveum,Synonym,Cirsium inamoenum var. inamoenum,,,,1142,CIRSUB,,Cirsium subniveum Rydb. 
Dicotyledons,Asteraceae,Cirsium undulatum,Accepted,Cirsium undulatum,,native,Fully described,1143,CIRUND,"vol2, pg230",Cirsium undulatum (Nutt.) Spreng. 
Dicotyledons,Asteraceae,Cirsium utahense,Misapplied,Cirsium inamoenum var. inamoenum,,,,1142,CIRUTA,,Cirsium utahense Petr. 
Dicotyledons,Asteraceae,Cirsium vulgare,Accepted,Cirsium vulgare,,"exotic, naturalized",Fully described,1145,CIRVUL,"vol2, pg230",Cirsium vulgare (Savi) Ten. 
Dicotyledons,Asteraceae,Cladanthus mixtus,Synonym,Chamaemelum mixtum,,,,4434,CLAMIX,,Cladanthus mixtus (L.) Chevall. 
Dicotyledons,Asteraceae,Cnicus benedictus,Synonym,Centaurea benedicta,,,,1185,CNIBEN,,Cnicus benedictus L. 
Dicotyledons,Asteraceae,Columbiadoria hallii,Accepted,Columbiadoria hallii,,native,Fully described,1994,COLHAL,"vol2, pg230",Columbiadoria hallii (A. Gray) G.L. Nesom 
Dicotyledons,Asteraceae,Conyza bonariensis,Accepted,Conyza bonariensis,,"exotic, naturalized",Fully described,1190,CONBON,"vol2, pg231",Conyza bonariensis (L.) Cronquist 
Dicotyledons,Asteraceae,Conyza canadensis,Accepted,Conyza canadensis,,native,Fully described,1195,CONCAN,"vol2, pg231",Conyza canadensis (L.) Cronquist 
Dicotyledons,Asteraceae,Conyza canadensis var. canadensis,Synonym,Conyza canadensis,,,,1195,CONCANCAN,,Conyza canadensis (L.) Cronquist var. canadensis 
Dicotyledons,Asteraceae,Conyza canadensis var. glabrata,Synonym,Conyza canadensis,,,,1195,CONCANGLA,,Conyza canadensis (L.) Cronquist var. glabrata (A. Gray) Cronquist 
Dicotyledons,Asteraceae,Conyza floribunda,Synonym,Conyza bonariensis,,,,1190,CONFLO,,Conyza floribunda Kunth 
Dicotyledons,Asteraceae,Coreopsis atkinsoniana,Synonym,Coreopsis tinctoria,,,,1188,CORATK,,Coreopsis atkinsoniana Douglas ex Lindl. 
Dicotyledons,Asteraceae,Coreopsis lanceolata,Accepted,Coreopsis lanceolata,,"exotic, naturalized",Fully described,4458,CORLAN,"vol2, pg232",Coreopsis lanceolata L. 
Dicotyledons,Asteraceae,Coreopsis rosea,Accepted,Coreopsis rosea,,"exotic, not naturalized",,14134,CORROS,,Coreopsis rosea Nutt. 
Dicotyledons,Asteraceae,Coreopsis tinctoria,Accepted,Coreopsis tinctoria,,native,Fully described,1188,CORTIN,"vol2, pg232",Coreopsis tinctoria Nutt. 
Dicotyledons,Asteraceae,Coreopsis tinctoria var. atkinsoniana,Synonym,Coreopsis tinctoria,,,,1188,CORTINATK,,Coreopsis tinctoria Nutt. var. atkinsoniana (Douglas ex Lindl.) H.M. Parker 
Dicotyledons,Asteraceae,Corethrogyne californica,Synonym,Corethrogyne filaginifolia,,,,1196,CORCAL,,Corethrogyne californica DC. 
Dicotyledons,Asteraceae,Corethrogyne filaginifolia,Accepted,Corethrogyne filaginifolia,,native,Fully described,1196,CORFIL,"vol2, pg233",Corethrogyne filaginifolia (Hook. & Arn.) Nutt. 
Dicotyledons,Asteraceae,Corethrogyne filaginifolia var. californica,Synonym,Corethrogyne filaginifolia,,,,1196,CORFILCAL,,Corethrogyne filaginifolia (Hook. & Arn.) Nutt. var. californica (DC.) Saroyan 
Dicotyledons,Asteraceae,Corethrogyne obovata,Synonym,Corethrogyne filaginifolia,,,,1196,COROBO,,Corethrogyne obovata Benth. 
Dicotyledons,Asteraceae,Cosmos bipinnatus,Accepted,Cosmos bipinnatus,,"exotic, not naturalized",,14831,COSBIP,,Cosmos bipinnatus Cav. 
Dicotyledons,Asteraceae,Cota tinctoria,Accepted,Cota tinctoria,,"exotic, not naturalized",Fully described,244,COTTIN,"vol2, pg233",Cota tinctoria (L.) J. Gay ex Guss. 
Dicotyledons,Asteraceae,Cotula australis,Accepted,Cotula australis,,"exotic, naturalized",Fully described,1189,COTAUS,"vol2, pg234",Cotula australis (Sieber) Hook. f. 
Dicotyledons,Asteraceae,Cotula coronopifolia,Accepted,Cotula coronopifolia,,"exotic, naturalized",Fully described,1198,COTCOR,"vol2, pg234",Cotula coronopifolia L. 
Dicotyledons,Asteraceae,Cotula mexicana,Accepted,Cotula mexicana,,"exotic, not naturalized",,14375,COTMEX,,Cotula mexicana (DC.) Cabrera 
Dicotyledons,Asteraceae,Crepis acuminata,Accepted,Crepis acuminata,,native,Fully described,1257,CREACU,"vol2, pg236",Crepis acuminata Nutt. 
Dicotyledons,Asteraceae,Crepis acuminata ssp. acuminata,Synonym,Crepis acuminata,,,,1257,CREACUACU,,Crepis acuminata Nutt. ssp. acuminata 
Dicotyledons,Asteraceae,Crepis atrabarba ssp. atrabarba,Synonym,Crepis atribarba,,,,1262,CREATRATR2,,Crepis atrabarba A. Heller ssp. atrabarba 
Dicotyledons,Asteraceae,Crepis atrabarba ssp. originalis,Synonym,Crepis atribarba,,,,1262,CREATRORI2,,Crepis atrabarba A. Heller ssp. originalis Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis atribarba,Accepted,Crepis atribarba,,native,Fully described,1262,CREATR,"vol2, pg236",Crepis atribarba A. Heller 
Dicotyledons,Asteraceae,Crepis atribarba ssp. atribarba,Synonym,Crepis atribarba,,,,1262,CREATRATR,,Crepis atribarba A. Heller ssp. atribarba 
Dicotyledons,Asteraceae,Crepis atribarba ssp. originalis,Synonym,Crepis atribarba,,,,1262,CREATRORI,,Crepis atribarba A. Heller ssp. originalis Babc. & Stebbins 
Dicotyledons,Asteraceae,Crepis bakeri,Accepted,Crepis bakeri,,native,Fully described,1264,CREBAK,"vol2, pg236",Crepis bakeri Greene 
